row_id,original_label,reasons,pred_original,conf_original,pred_balanced,conf_balanced,pred_cleaned,conf_cleaned,models_matching_original
6708,0,intensity_outlier,0,0.9996800360616866,0,0.999389241024554,0,0.9996985837951565,3
6769,3,centroid_outlier,3,0.9999067997972865,3,0.9992952917481062,3,0.866355506866344,3
6802,0,isolation_forest_outlier,0,0.9999820521897353,0,0.999977914154065,0,0.9999979287149924,3
6830,5,isolation_forest_outlier,5,0.9999926011623549,5,0.999999999949202,5,0.9999999997309021,3
6858,3,full_duplicate;intensity_outlier;same_label_duplicate,3,0.9995777342457367,3,0.7982607129135885,3,0.9732524870888054,3
6860,2,isolation_forest_outlier,2,0.9999943839621837,2,0.9999997908814711,2,0.9999972968773462,3
6865,4,intensity_outlier,4,0.9999982357062108,4,0.9999969673885095,4,0.9999996585762394,3
6885,1,centroid_outlier;intensity_outlier,1,0.9421688556779056,8,0.9876049602339646,8,0.9731363916031647,1
6898,3,isolation_forest_outlier,3,0.9997099607295376,3,0.9995510711360537,3,0.8250111784415854,3
6979,0,knn_outlier,0,0.9952553873767417,0,0.89832057021457,0,0.978014865398471,3
6993,3,isolation_forest_outlier,3,0.999999989181059,3,0.9999999999931073,3,0.9999999999999991,3
7010,7,centroid_outlier,7,0.9990655166035008,4,0.9999869363427801,4,0.9832016550420748,1
7016,3,intensity_outlier,3,0.9998862800462532,5,0.8741382141375268,5,0.7409813180036733,1
7033,7,centroid_outlier,7,0.999749753220968,7,0.9810447465651417,7,0.9886126461784916,3
7052,0,isolation_forest_outlier,0,0.9999986102513251,0,0.999977657155498,0,0.9999959994170453,3
7096,6,isolation_forest_outlier,6,0.9999999838321347,6,0.9999999999511235,6,0.9999999995165869,3
7160,1,centroid_outlier;intensity_outlier,1,0.999977878654531,1,0.9999458473918296,1,0.9882329339137622,3
7190,8,centroid_outlier,8,0.9999998632599083,8,0.9999848340864395,8,0.9999985209296739,3
7198,3,centroid_outlier,3,0.9998628183208739,3,0.9999901674364589,3,0.9961325557237481,3
7244,5,isolation_forest_outlier,5,0.9999990160409981,5,0.9999999790987106,5,0.9999998784222836,3
7311,5,intensity_outlier,5,0.9999999708858271,5,0.999998325516143,5,0.9999996839622276,3
7313,2,intensity_outlier,2,0.9999999819208708,2,0.9999976263294704,2,0.9999974834814154,3
7328,8,knn_outlier,8,0.9999998895651283,8,0.9999994851058089,8,0.9999978382366638,3
7354,5,centroid_outlier,5,0.9999864310826911,3,0.618544068217832,5,0.9942570722777294,2
7437,7,centroid_outlier,7,0.9999996540821647,7,0.999851006402283,7,0.5397768298020406,3
7596,4,knn_outlier,4,0.9999853042214207,4,0.8994585489169968,4,0.9874682297553783,3
7631,1,centroid_outlier;intensity_outlier,1,0.9999374852481602,1,0.9999800256765705,1,0.972911479792455,3
7670,5,isolation_forest_outlier,5,0.999999767389054,5,0.9999780604160674,5,0.9994213901299039,3
7671,1,centroid_outlier,1,0.999999603635166,1,0.9999920315620106,1,0.9984610407525829,3
7727,3,isolation_forest_outlier,3,0.9999999776591175,3,0.9999998536121312,3,0.9999986525323568,3
7768,8,isolation_forest_outlier;knn_outlier,8,0.9999449800030322,8,0.7038539843766611,5,0.6253946067321515,2
7851,8,knn_outlier,8,0.9990152867675424,8,0.997768187123028,0,0.9999999945181792,2
7877,1,intensity_outlier,1,0.9998448410916349,1,0.9860889768475182,1,0.822059791752591,3
7889,7,intensity_outlier,7,0.9999998682208695,7,0.9999929421220882,7,0.9999852908665963,3
7923,8,isolation_forest_outlier,8,0.9999773364574647,8,0.9999671038286329,8,0.8001250335087576,3
7979,8,centroid_outlier,8,0.9999930876777129,8,0.9999914190728997,8,0.9989720253226309,3
7990,6,centroid_outlier;isolation_forest_outlier,6,0.9999006244388089,6,0.9997123817418515,6,0.9999869747847686,3
8047,8,knn_outlier,8,0.9999843657959114,8,0.9947144885106721,8,0.9999721717203527,3
8082,2,isolation_forest_outlier,2,0.9999998367196785,2,0.9999912056244633,2,0.9999999856808313,3
8093,0,knn_outlier,0,0.9978497435369573,0,0.43234406026955385,0,0.522055578825328,3
8257,2,knn_outlier,2,0.9999930471408266,2,0.9942336974437525,2,0.9962491557476997,3
8389,7,intensity_outlier,7,0.999998123853807,7,0.9996988784949199,7,0.9999426233521332,3
8447,3,centroid_outlier,3,0.9957038490008049,5,0.8698172908683338,5,0.707670760205322,1
8449,0,centroid_outlier,0,0.9979411224274011,4,0.6704119426673113,4,0.980081334552284,1
8451,1,intensity_outlier,1,0.9999447485723104,1,0.9957891554182883,1,0.6147453212174354,3
8453,2,centroid_outlier;intensity_outlier;isolation_forest_outlier;knn_outlier,2,0.9999219068883705,2,0.9999999983702164,2,0.9999999985404691,3
8455,3,intensity_outlier,3,0.9999998273614816,3,0.9999889974434024,3,0.9999723295973384,3
8471,1,intensity_outlier,1,0.9992366175463655,1,0.930228049997397,1,0.6239543956148617,3
8475,3,intensity_outlier,3,0.9999993709224697,3,0.9995343028106577,3,0.9987487992987841,3
8477,4,intensity_outlier,4,0.9999997111411763,4,0.9998507734678412,4,0.9999780617094008,3
8488,6,centroid_outlier;intensity_outlier;knn_outlier,6,0.9991057261282995,6,0.9733872927877314,6,0.5156947256232723,3
8493,2,intensity_outlier;knn_outlier,2,0.9998056772190717,2,0.9701203665234586,2,0.9998989693423341,3
8511,7,intensity_outlier,7,0.9999999348128628,7,0.9999999922338184,7,0.9999999935424959,3
8516,7,centroid_outlier,7,0.9999994699627897,7,0.9999999277930492,7,0.9999998994775644,3
8517,7,intensity_outlier,7,0.9999998185479421,7,0.9999810841257577,7,0.9999997008190027,3
8551,3,intensity_outlier,3,0.999954316069176,3,0.9999937373489189,3,0.9999999808816954,3
8552,2,centroid_outlier,2,0.995184626680915,2,0.9999090434368958,2,0.99758278381529,3
8676,5,centroid_outlier;knn_outlier,5,0.9996453415940584,5,0.9991089331277768,5,0.9681009005588119,3
8680,8,knn_outlier,8,0.9994915997234144,8,0.9823172537153343,0,0.40800576849213716,2
8729,3,centroid_outlier,3,0.9948118773650202,7,0.9999995905376426,7,0.9999998331679091,1
8763,0,isolation_forest_outlier,0,0.9999961052269718,0,0.9999528393329484,0,0.9999980855998366,3
8830,3,isolation_forest_outlier,3,0.9999574406778743,3,0.9999595578354029,3,0.9995786643603884,3
8895,1,centroid_outlier,1,0.999998834255539,1,0.9999987936111486,1,0.9968704586061454,3
8904,1,centroid_outlier,1,0.9969840281107928,2,0.5118049796740644,2,0.9999339098965505,1
8978,2,knn_outlier,2,0.9994785477215616,2,0.9997237240057127,2,0.6875229286462772,3
9000,6,centroid_outlier,6,0.9999961219283169,6,0.9999989015545787,6,0.999999986388115,3
9016,6,isolation_forest_outlier,6,0.9999981351043972,6,0.9999999965176216,6,0.9999999966178119,3
9046,4,intensity_outlier,4,0.999989245169607,4,0.9996869210402923,4,0.999833663168889,3
9142,0,isolation_forest_outlier,0,0.9999995964409246,0,0.9999994728861693,0,0.9999986410708246,3
9164,8,intensity_outlier,8,0.9998523839437644,8,0.8622909814723131,8,0.9892638273716425,3
9202,6,isolation_forest_outlier,6,0.9999996796852935,6,0.9999998214102331,6,0.9999973643916802,3
9256,1,centroid_outlier;intensity_outlier,1,0.9994307935139667,1,0.6359351614602422,8,0.48867429432012316,2
9304,3,centroid_outlier;intensity_outlier,3,0.9992049917691804,3,0.9951642953007299,2,0.621667402336299,2
9345,8,isolation_forest_outlier,8,0.99999995675004,8,0.9999990701460051,8,0.9999999532900605,3
9433,7,centroid_outlier,7,0.9944237028960572,7,0.8650765802408131,4,0.9974885824668632,2
9468,6,centroid_outlier;isolation_forest_outlier,6,0.9999978427728236,6,0.9999994341257434,6,0.9999997916420528,3
9485,0,isolation_forest_outlier,0,0.9999995202809261,0,0.9999999995660405,0,0.9999999999257174,3
9505,0,isolation_forest_outlier,0,0.9999607031902075,0,0.9983621139571776,0,0.9591111906521196,3
9523,0,isolation_forest_outlier,0,0.9999997858530597,0,0.9999999996385578,0,0.9999999999085012,3
9608,8,knn_outlier,8,0.9999380015881006,8,0.9578121928385168,8,0.9160851883776578,3
9687,0,isolation_forest_outlier;knn_outlier,0,0.9998485693789271,0,0.939351870633022,0,0.9175123410021534,3
9699,0,isolation_forest_outlier,0,0.9999984617746316,0,0.9999999944430769,0,0.9999999994614217,3
9727,2,knn_outlier,2,0.9998969612464224,2,0.9995944600915799,2,0.9999907730989909,3
9777,2,isolation_forest_outlier,2,0.9999997804343421,2,0.9999987471972297,2,0.9999999396540661,3
9789,8,knn_outlier,8,0.9999998746635707,8,0.9991843258327393,8,0.9972829353649597,3
9804,1,centroid_outlier,1,0.9998484991863922,1,0.8913299212824606,1,0.9754457374847759,3
9850,2,isolation_forest_outlier,2,0.9999999981117695,2,0.9999999999999991,2,1.0,3
9937,8,isolation_forest_outlier,8,0.9999999518446218,8,0.9999230379003647,8,0.999989583428387,3
9952,8,intensity_outlier;knn_outlier,8,0.99758304955453,8,0.9994916108054818,8,0.9996837656151992,3
9983,0,isolation_forest_outlier,0,0.9999996712023071,0,0.999999719169387,0,0.9999999851344672,3
10012,8,centroid_outlier;isolation_forest_outlier,8,0.999979190092625,3,0.5861497045966467,8,0.9709084842196432,2
10042,3,isolation_forest_outlier,3,0.9999801447130465,3,0.9994717809144573,2,0.9999999976049725,2
10055,3,centroid_outlier,3,0.997839302134599,3,0.9967642549292347,0,0.9986969527188578,2
10105,3,centroid_outlier;full_duplicate;same_label_duplicate,3,0.9998628183208739,3,0.9999901674364589,3,0.9961325557237481,3
10203,0,intensity_outlier,0,0.9999924536688019,0,0.893420768969704,0,0.9962548811970454,3
10205,1,centroid_outlier;intensity_outlier,1,0.9989144752554857,8,0.9036171832126139,8,0.9871463609423604,1
10207,2,centroid_outlier;intensity_outlier;knn_outlier,2,0.9992272238606326,2,0.9319330221823781,2,0.9992163309133828,3
10209,4,intensity_outlier,4,0.9999937930872768,4,0.999957887466203,4,0.9999227003686534,3
10210,3,isolation_forest_outlier,3,0.9999916288976516,3,0.999963310694248,3,0.9999818600560783,3
10211,5,intensity_outlier,5,0.9871190429559431,5,0.9906863539970298,6,0.5284329543109256,2
10215,7,intensity_outlier,7,0.9897687662659238,7,0.9890820851224634,7,0.6262204223050114,3
10217,8,intensity_outlier,8,0.9998833184346647,8,0.998513303422027,8,0.9868246539534943,3
10218,6,intensity_outlier;isolation_forest_outlier;knn_outlier,6,0.9814262598079736,6,0.7934729463705751,6,0.9933013426545253,3
10227,5,intensity_outlier,5,0.9999567970779599,5,0.9999828058044341,5,0.989768216284992,3
10229,6,intensity_outlier,6,0.9999951789333261,6,0.9999662809458876,6,0.999990540724904,3
10231,7,intensity_outlier,7,0.9999999401432254,7,0.9999968123186441,7,0.9999624606918508,3
10233,8,intensity_outlier,8,0.9999990395015403,8,0.9994814210736234,8,0.9999769497953376,3
10237,0,intensity_outlier,0,0.999993564078723,0,0.9998706905394218,0,0.9999993326822122,3
10239,1,intensity_outlier,1,0.9988672903215371,1,0.9215453336708167,8,0.7414185335193211,2
10241,4,intensity_outlier,4,0.9995724525187615,4,0.7674406245146753,4,0.9464452424866642,3
10245,0,intensity_outlier,0,0.9999897205641175,8,0.4735937685139182,0,0.8200164120678053,2
10257,1,centroid_outlier;intensity_outlier,1,0.9994842197185309,1,0.999984390203914,1,0.9998550710951226,3
10259,0,centroid_outlier;intensity_outlier,0,0.9998879366778515,0,0.9705736019191135,0,0.9548626657471015,3
10263,7,intensity_outlier,7,0.999989842272944,7,0.9999993614760554,7,0.999633689694207,3
10265,0,centroid_outlier;knn_outlier,0,0.9999536179267691,0,0.9975190530146627,0,0.9998835509074442,3
10267,1,intensity_outlier,1,0.995382881371739,1,0.9860256310403946,1,0.6429509496988691,3
10269,4,centroid_outlier;intensity_outlier,4,0.9999756002406145,4,0.999981394286437,4,0.9999965075051245,3
10271,6,intensity_outlier,6,0.9999731360310202,6,0.9996580659295093,6,0.9999196475527189,3
10277,5,intensity_outlier,5,0.9983718902937027,5,0.9996561232671801,8,0.8941165074017388,2
10283,0,intensity_outlier,0,0.9998246749707788,0,0.9668732031770753,0,0.9917088277266922,3
10285,1,intensity_outlier,1,0.9998852329893534,1,0.9021040187058569,8,0.9716606953283297,2
10291,2,isolation_forest_outlier,2,0.9999775283764765,2,0.9999983338033434,2,0.9999995570306882,3
10297,7,intensity_outlier,7,0.9993874104671251,7,0.9938411827801646,7,0.996975832521936,3
10301,1,intensity_outlier,1,0.9988784044424467,1,0.9123858631830764,8,0.8965798203323324,2
10303,4,intensity_outlier,4,0.9999948949690173,4,0.9997794485567693,4,0.9999755810096354,3
10350,4,centroid_outlier;isolation_forest_outlier,4,0.9999999215140957,4,0.9999995277538282,4,0.9999999283957934,3
10513,8,isolation_forest_outlier;knn_outlier,8,0.9999609414733439,8,0.996030414538899,8,0.9997064698091209,3
10515,8,isolation_forest_outlier,8,0.9999996550637491,8,0.9974090659594863,8,0.9999822142592537,3
10736,4,centroid_outlier;isolation_forest_outlier,6,0.9716303514211043,6,0.9961997539963761,6,0.9987107812266662,0
10752,3,centroid_outlier;full_duplicate;same_label_duplicate,3,0.9948118773650202,7,0.9999995905376426,7,0.9999998331679091,1
10768,4,centroid_outlier,4,0.9999997972480517,4,0.9999992227313761,4,0.9999998611000214,3
10780,3,isolation_forest_outlier,3,0.9998430378374605,3,0.71210801918814,8,0.5858034141772205,2
10785,2,isolation_forest_outlier,2,0.9999999903546494,2,0.9999999999998381,2,1.0,3
10910,6,isolation_forest_outlier,6,0.9999992538041901,6,0.9999988450685864,6,0.999999938119609,3
10914,0,intensity_outlier,0,0.9999922541163196,0,0.9999214206091216,0,0.9999798286776894,3
